FAB,EQPT_ID,EQPT_GROUP_NAME,RECIPE,PRODUCT,FULL_RAW_PROCESS_TIME_IN_MINS,HALF_RAW_PROCESS_TIME_IN_MINS,FULL_INTERVAL_IN_MINS,HALF_INTERVAL_IN_MINS,FULL_RAW_PROCESS_TIME_DIST,HALF_RAW_PROCESS_TIME_DIST,STAGE
SIMTECH,EQ_WAFER_374,,*,*,100.22,,4.38,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_433,*,103,,4,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_441,*,103,,4.13,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_449,*,87,,3.98,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_457,*,87,,4.13,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_465,*,103,,4.58,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_473,*,111,,4.33,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_481,*,108,,4.53,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_507,*,102,,4.65,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_514,*,102,,4.6,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_521,*,102,,4.53,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_528,*,102,,4.38,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_535,*,102,,4.3,,,,*
SIMTECH,EQ_WAFER_375,,REC_WAFER_542,*,102,,4.05,,,,*
SIMTECH,EQ_WAFER_375,,*,*,100.22,,4.38,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_23,*,136,,27.88,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_373,*,142,,29.44,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_498,*,136,,28,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_585,*,143,,29.63,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_662,*,146,,30.38,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_722,*,153,,33.38,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_778,*,140,,30.25,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_825,*,143,,16.88,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_870,*,143,,20.44,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_37,*,143,,23.19,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_81,*,143,,23.13,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_125,*,143,,21.44,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_163,*,143,,24.25,,,,*
SIMTECH,EQ_WAFER_241,,REC_WAFER_197,*,143,,24.07,,,,*
SIMTECH,EQ_WAFER_241,,*,*,145.25,,25.16,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_23,*,136,,24.69,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_373,*,142,,25.57,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_498,*,136,,24.94,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_585,*,143,,25.44,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_662,*,146,,26.13,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_722,*,153,,23.5,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_778,*,140,,25.25,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_825,*,143,,25.88,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_870,*,143,,18.88,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_37,*,143,,21.25,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_81,*,143,,21.38,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_125,*,143,,19.57,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_163,*,143,,22.19,,,,*
SIMTECH,EQ_WAFER_242,,REC_WAFER_197,*,143,,22.5,,,,*
SIMTECH,EQ_WAFER_242,,*,*,142.71,,22.22,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_481,*,104,,11.32,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_507,*,98,,10.07,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_23,*,136,,24.69,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_373,*,142,,25.57,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_498,*,136,,24.94,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_585,*,143,,25.44,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_662,*,146,,26.13,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_722,*,153,,23.5,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_778,*,140,,25.25,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_825,*,143,,25.88,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_870,*,143,,18.88,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_37,*,143,,21.25,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_81,*,143,,21.38,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_125,*,143,,19.57,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_163,*,143,,22.19,,,,*
SIMTECH,EQ_WAFER_243,,REC_WAFER_197,*,143,,22.5,,,,*
SIMTECH,EQ_WAFER_243,,*,*,129.35,,20.47,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_481,*,104,,22.63,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_23,*,136,,24.69,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_373,*,142,,25.57,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_498,*,136,,24.94,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_585,*,143,,25.44,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_662,*,146,,26.13,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_722,*,153,,23.5,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_778,*,140,,25.25,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_825,*,143,,25.88,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_870,*,143,,18.88,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_37,*,143,,21.25,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_81,*,143,,21.38,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_125,*,143,,19.57,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_163,*,143,,22.19,,,,*
SIMTECH,EQ_WAFER_244,,REC_WAFER_197,*,143,,22.5,,,,*
SIMTECH,EQ_WAFER_244,,*,*,140.07,,23.32,,,,*
SIMTECH,EQ_WAFER_245,,*,*,75.33,,14.97,,,,*
SIMTECH,EQ_WAFER_672,,REC_WAFER_549,*,204,,38.13,,,,*
SIMTECH,EQ_WAFER_672,,REC_WAFER_556,*,211,,39.94,,,,*
SIMTECH,EQ_WAFER_672,,REC_WAFER_563,*,211,,39.88,,,,*
SIMTECH,EQ_WAFER_672,,*,*,211.13,,37.07,,,,*
SIMTECH,EQ_WAFER_673,,REC_WAFER_549,*,204,,38.13,,,,*
SIMTECH,EQ_WAFER_673,,REC_WAFER_556,*,211,,39.94,,,,*
SIMTECH,EQ_WAFER_673,,REC_WAFER_563,*,211,,39.88,,,,*
SIMTECH,EQ_WAFER_673,,*,*,211.13,,37.07,,,,*
SIMTECH,EQ_WAFER_42,,REC_WAFER_507,*,102,,5.03,,,,*
SIMTECH,EQ_WAFER_42,,REC_WAFER_231,*,103,,4.75,,,,*
SIMTECH,EQ_WAFER_42,,REC_WAFER_262,*,103,,4.75,,,,*
SIMTECH,EQ_WAFER_42,,REC_WAFER_292,*,103,,4.75,,,,*
SIMTECH,EQ_WAFER_42,,REC_WAFER_322,*,103,,4.75,,,,*
SIMTECH,EQ_WAFER_42,,REC_WAFER_344,*,103,,5.38,,,,*
SIMTECH,EQ_WAFER_42,,REC_WAFER_384,*,103,,4.94,,,,*
SIMTECH,EQ_WAFER_42,,REC_WAFER_404,*,103,,5.38,,,,*
SIMTECH,EQ_WAFER_42,,*,*,102.35,,5.22,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_6,*,37,,2.04,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_227,*,41,,2.38,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_345,*,47,,2.92,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_58,*,24,,1.88,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_74,*,35,,1.96,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_87,*,49,,2.88,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_127,*,43,,2.13,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_137,*,34,,2.04,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_142,*,43,,1.71,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_147,*,33,,1.71,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_167,*,33,,1.58,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_194,*,32,,1.5,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_198,*,28,,1.46,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_243,*,44,,2.04,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_247,*,34,,1.58,,,,*
SIMTECH,EQ_LOT_76,,REC_LOT_251,*,44,,1.38,,,,*
SIMTECH,EQ_LOT_76,,*,*,36.96,,2.03,,,,*
SIMTECH,EQ_LOT_77,,REC_LOT_167,*,33,,1.58,,,,*
SIMTECH,EQ_LOT_77,,REC_LOT_171,*,28,,1.63,,,,*
SIMTECH,EQ_LOT_77,,REC_LOT_194,*,32,,1.5,,,,*
SIMTECH,EQ_LOT_77,,REC_LOT_198,*,28,,1.46,,,,*
SIMTECH,EQ_LOT_77,,REC_LOT_210,*,29,,1.33,,,,*
SIMTECH,EQ_LOT_77,,REC_LOT_243,*,44,,2.04,,,,*
SIMTECH,EQ_LOT_77,,REC_LOT_247,*,34,,1.58,,,,*
SIMTECH,EQ_LOT_77,,REC_LOT_251,*,44,,1.38,,,,*
SIMTECH,EQ_LOT_77,,*,*,33.93,,1.81,,,,*
SIMTECH,EQ_WAFER_640,,REC_WAFER_11,*,37,,25,,,,*
SIMTECH,EQ_WAFER_640,,REC_WAFER_364,*,33,,15.75,,,,*
SIMTECH,EQ_WAFER_640,,REC_WAFER_490,*,34,,18.25,,,,*
SIMTECH,EQ_WAFER_640,,REC_WAFER_578,*,30,,13.75,,,,*
SIMTECH,EQ_WAFER_640,,*,*,39.45,,20.39,,,,*
SIMTECH,EQ_WAFER_641,,REC_WAFER_11,*,37,,25,,,,*
SIMTECH,EQ_WAFER_641,,REC_WAFER_364,*,33,,15.75,,,,*
SIMTECH,EQ_WAFER_641,,REC_WAFER_490,*,34,,18.25,,,,*
SIMTECH,EQ_WAFER_641,,REC_WAFER_578,*,30,,13.75,,,,*
SIMTECH,EQ_WAFER_641,,*,*,39.45,,20.39,,,,*
SIMTECH,EQ_BATCH_4,,REC_BATCH_4,*,378,,278,,,,*
SIMTECH,EQ_BATCH_4,,REC_BATCH_170,*,387,,287,,,,*
SIMTECH,EQ_BATCH_4,,*,*,293.88,,164.48,,,,*
SIMTECH,EQ_BATCH_5,,REC_BATCH_4,*,378,,278,,,,*
SIMTECH,EQ_BATCH_5,,REC_BATCH_170,*,387,,287,,,,*
SIMTECH,EQ_BATCH_5,,*,*,293.33,,162.24,,,,*
SIMTECH,EQ_BATCH_126,,REC_BATCH_4,*,371,,360,,,,*
SIMTECH,EQ_BATCH_126,,REC_BATCH_170,*,384,,373.5,,,,*
SIMTECH,EQ_BATCH_126,,*,*,355.27,,298.57,,,,*
SIMTECH,EQ_WAFER_636,,REC_WAFER_655,*,49,,31.25,,,,*
SIMTECH,EQ_WAFER_636,,REC_WAFER_716,*,73,,47.75,,,,*
SIMTECH,EQ_WAFER_636,,*,*,55,,35.19,,,,*
SIMTECH,EQ_WAFER_637,,REC_WAFER_655,*,44,,31.25,,,,*
SIMTECH,EQ_WAFER_637,,REC_WAFER_716,*,60,,47.75,,,,*
SIMTECH,EQ_WAFER_637,,*,*,47.75,,35.19,,,,*
SIMTECH,EQ_WAFER_398,,REC_WAFER_772,*,42,,30,,,,*
SIMTECH,EQ_WAFER_398,,*,*,43.5,,30.25,,,,*
SIMTECH,EQ_WAFER_399,,REC_WAFER_772,*,36,,22,,,,*
SIMTECH,EQ_WAFER_399,,*,*,37.5,,22,,,,*
SIMTECH,EQ_WAFER_350,,REC_WAFER_464,*,50,,37.5,,,,*
SIMTECH,EQ_WAFER_350,,*,*,48.46,,40.42,,,,*
SIMTECH,EQ_WAFER_344,,REC_WAFER_472,*,35.25,,35.25,,,,*
SIMTECH,EQ_WAFER_344,,REC_WAFER_480,*,33,,33,,,,*
SIMTECH,EQ_WAFER_344,,REC_WAFER_506,*,33,,33,,,,*
SIMTECH,EQ_WAFER_344,,REC_WAFER_513,*,41.5,,41.5,,,,*
SIMTECH,EQ_WAFER_344,,REC_WAFER_520,*,37,,37,,,,*
SIMTECH,EQ_WAFER_344,,REC_WAFER_534,*,35.75,,35.75,,,,*
SIMTECH,EQ_WAFER_344,,*,*,36.94,,36.94,,,,*
SIMTECH,EQ_WAFER_417,,REC_WAFER_499,*,68,,42.75,,,,*
SIMTECH,EQ_WAFER_417,,REC_WAFER_779,*,69,,46.5,,,,*
SIMTECH,EQ_WAFER_417,,REC_WAFER_198,*,98,,32.75,,,,*
SIMTECH,EQ_WAFER_417,,*,*,69.33,,42.96,,,,*
SIMTECH,EQ_WAFER_418,,REC_WAFER_499,*,53,,42.75,,,,*
SIMTECH,EQ_WAFER_418,,REC_WAFER_779,*,65,,44.75,,,,*
SIMTECH,EQ_WAFER_418,,REC_WAFER_198,*,94,,37.5,,,,*
SIMTECH,EQ_WAFER_418,,*,*,65.67,,44.38,,,,*
SIMTECH,EQ_WAFER_433,,REC_WAFER_195,*,55,,44.75,,,,*
SIMTECH,EQ_WAFER_433,,REC_WAFER_229,*,54,,54,,,,*
SIMTECH,EQ_WAFER_433,,*,*,54.5,,49.38,,,,*
SIMTECH,EQ_WAFER_434,,REC_WAFER_496,*,58,,26,,,,*
SIMTECH,EQ_WAFER_434,,REC_WAFER_720,*,85,,37.75,,,,*
SIMTECH,EQ_WAFER_434,,REC_WAFER_868,*,109,,85.25,,,,*
SIMTECH,EQ_WAFER_434,,REC_WAFER_79,*,57,,43,,,,*
SIMTECH,EQ_WAFER_434,,REC_WAFER_195,*,80,,53.75,,,,*
SIMTECH,EQ_WAFER_434,,REC_WAFER_229,*,45,,33,,,,*
SIMTECH,EQ_WAFER_434,,*,*,67.45,,47.13,,,,*
SIMTECH,EQ_BATCH_374,,REC_WAFER_777,*,52,,39,,,,*
SIMTECH,EQ_BATCH_374,,REC_WAFER_824,*,64.5,,64.5,,,,*
SIMTECH,EQ_BATCH_374,,REC_WAFER_869,*,47,,37,,,,*
SIMTECH,EQ_BATCH_374,,REC_WAFER_36,*,80,,80,,,,*
SIMTECH,EQ_BATCH_374,,REC_WAFER_80,*,57.5,,57.5,,,,*
SIMTECH,EQ_BATCH_374,,REC_WAFER_162,*,72.5,,72.5,,,,*
SIMTECH,EQ_BATCH_374,,REC_WAFER_383,*,76,,35,,,,*
SIMTECH,EQ_BATCH_374,,REC_WAFER_403,*,52.5,,52.5,,,,*
SIMTECH,EQ_BATCH_374,,REC_WAFER_423,*,57.5,,57.5,,,,*
SIMTECH,EQ_BATCH_374,,*,*,77.18,,54,,,,*
SIMTECH,EQ_BATCH_375,,REC_WAFER_777,*,52,,39,,,,*
SIMTECH,EQ_BATCH_375,,REC_WAFER_824,*,64.5,,64.5,,,,*
SIMTECH,EQ_BATCH_375,,REC_WAFER_869,*,47,,37,,,,*
SIMTECH,EQ_BATCH_375,,REC_WAFER_36,*,80,,80,,,,*
SIMTECH,EQ_BATCH_375,,REC_WAFER_80,*,57.5,,57.5,,,,*
SIMTECH,EQ_BATCH_375,,REC_WAFER_162,*,72.5,,72.5,,,,*
SIMTECH,EQ_BATCH_375,,REC_WAFER_383,*,72,,35,,,,*
SIMTECH,EQ_BATCH_375,,REC_WAFER_403,*,41,,10.5,,,,*
SIMTECH,EQ_BATCH_375,,REC_WAFER_423,*,44,,11.5,,,,*
SIMTECH,EQ_BATCH_375,,*,*,65.8,,54.59,,,,*
SIMTECH,EQ_BATCH_355,,REC_BATCH_80,*,68,,68,,,,*
SIMTECH,EQ_BATCH_355,,REC_BATCH_94,*,68,,68,,,,*
SIMTECH,EQ_BATCH_355,,REC_BATCH_108,*,75,,68,,,,*
SIMTECH,EQ_BATCH_355,,*,*,67,,62.8,,,,*
SIMTECH,EQ_BATCH_356,,REC_BATCH_80,*,87,,68,,,,*
SIMTECH,EQ_BATCH_356,,REC_BATCH_94,*,87,,68,,,,*
SIMTECH,EQ_BATCH_356,,REC_BATCH_108,*,87,,68,,,,*
SIMTECH,EQ_BATCH_356,,*,*,81.4,,62.8,,,,*
SIMTECH,EQ_WAFER_258,,REC_WAFER_106,*,6,,2.75,,,,*
SIMTECH,EQ_WAFER_258,,*,*,6,,2.75,,,,*
SIMTECH,EQ_WAFER_259,,REC_WAFER_106,*,117,,100,,,,*
SIMTECH,EQ_WAFER_259,,*,*,107.88,,99.38,,,,*
SIMTECH,EQ_WAFER_247,,REC_WAFER_734,*,99.5,,99.5,,,,*
SIMTECH,EQ_WAFER_247,,*,*,115.65,,107.64,,,,*
SIMTECH,EQ_BATCH_339,,REC_BATCH_1,*,34,,11,,,,*
SIMTECH,EQ_BATCH_339,,REC_BATCH_167,*,34,,8,,,,*
SIMTECH,EQ_BATCH_339,,*,*,34,,9.5,,,,*
SIMTECH,EQ_WAFER_246,,REC_WAFER_734,*,50,,26,,,,*
SIMTECH,EQ_WAFER_246,,*,*,50,,26,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_459,*,4,,2.5,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_467,*,2,,2,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_482,*,8,,0.5,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_508,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_564,*,8,,0.38,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_570,*,8,,0.38,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_594,*,10,,0.25,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_600,*,10,,0.25,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_671,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_183,,REC_WAFER_677,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_183,,*,*,7.4,,0.7,,,,*
SIMTECH,EQ_WAFER_184,,REC_WAFER_594,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_184,,REC_WAFER_600,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_184,,REC_WAFER_671,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_184,,REC_WAFER_677,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_184,,*,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_185,,REC_WAFER_606,*,30,,15,,,,*
SIMTECH,EQ_WAFER_185,,REC_WAFER_612,*,30,,15,,,,*
SIMTECH,EQ_WAFER_185,,REC_WAFER_618,*,30,,15,,,,*
SIMTECH,EQ_WAFER_185,,REC_WAFER_624,*,30,,15,,,,*
SIMTECH,EQ_WAFER_185,,*,*,30,,15,,,,*
SIMTECH,EQ_WAFER_186,,REC_WAFER_630,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_186,,REC_WAFER_636,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_186,,REC_WAFER_642,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_186,,REC_WAFER_648,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_186,,*,*,8,,0.25,,,,*
SIMTECH,EQ_WAFER_446,,REC_WAFER_884,*,1548.25,,1548.25,,,,*
SIMTECH,EQ_WAFER_446,,REC_WAFER_887,*,380,,323.5,,,,*
SIMTECH,EQ_WAFER_446,,*,*,830.11,,772.33,,,,*
SIMTECH,EQ_WAFER_447,,REC_WAFER_884,*,318.666667,,258.04,,,,*
SIMTECH,EQ_WAFER_447,,REC_WAFER_887,*,253.333333,,215.666667,,,,*
SIMTECH,EQ_WAFER_447,,*,*,360.626667,,327.44,,,,*
SIMTECH,EQ_WAFER_448,,REC_WAFER_884,*,478,,387.06,,,,*
SIMTECH,EQ_WAFER_448,,REC_WAFER_887,*,380,,323.5,,,,*
SIMTECH,EQ_WAFER_448,,*,*,432.38,,355.75,,,,*
SIMTECH,EQ_WAFER_449,,REC_WAFER_884,*,478,,387.06,,,,*
SIMTECH,EQ_WAFER_449,,REC_WAFER_887,*,380,,323.5,,,,*
SIMTECH,EQ_WAFER_449,,*,*,432.38,,355.75,,,,*
SIMTECH,EQ_WAFER_450,,REC_WAFER_884,*,478,,387.06,,,,*
SIMTECH,EQ_WAFER_450,,REC_WAFER_887,*,380,,323.5,,,,*
SIMTECH,EQ_WAFER_450,,*,*,432.38,,355.75,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_791,*,154,,54.75,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_794,*,164,,69.5,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_797,*,80,,35.5,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_800,*,104,,48.5,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_803,*,165,,66.13,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_806,*,144,,53.13,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_809,*,114,,37.13,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_812,*,180,,42,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_830,*,98,,61.25,,,,*
SIMTECH,EQ_WAFER_298,,REC_WAFER_833,*,98,,61.88,,,,*
SIMTECH,EQ_WAFER_298,,*,*,146.96,,61.06,,,,*
SIMTECH,EQ_WAFER_306,,REC_WAFER_679,*,145.75,,145.75,,,,*
SIMTECH,EQ_WAFER_306,,*,*,105.18,,61.63,,,,*
SIMTECH,EQ_WAFER_307,,REC_WAFER_679,*,145.75,,145.75,,,,*
SIMTECH,EQ_WAFER_307,,*,*,101.68,,73.68,,,,*
SIMTECH,EQ_WAFER_308,,REC_WAFER_679,*,156,,145.75,,,,*
SIMTECH,EQ_WAFER_308,,*,*,102.57,,73.68,,,,*
SIMTECH,EQ_WAFER_596,,REC_WAFER_875,*,195,,170.25,,,,*
SIMTECH,EQ_WAFER_596,,REC_WAFER_878,*,88,,68.25,,,,*
SIMTECH,EQ_WAFER_596,,REC_WAFER_881,*,29,,8.5,,,,*
SIMTECH,EQ_WAFER_596,,*,*,101.57,,86.59,,,,*
SIMTECH,EQ_WAFER_597,,REC_WAFER_875,*,195,,170.25,,,,*
SIMTECH,EQ_WAFER_597,,REC_WAFER_878,*,88,,68.25,,,,*
SIMTECH,EQ_WAFER_597,,REC_WAFER_881,*,29,,8.5,,,,*
SIMTECH,EQ_WAFER_597,,*,*,96.27,,80.93,,,,*
SIMTECH,EQ_WAFER_598,,REC_WAFER_875,*,170.25,,170.25,,,,*
SIMTECH,EQ_WAFER_598,,REC_WAFER_878,*,79,,68.25,,,,*
SIMTECH,EQ_WAFER_598,,REC_WAFER_881,*,19,,8.5,,,,*
SIMTECH,EQ_WAFER_598,,*,*,89.95,,81,,,,*
SIMTECH,EQ_WAFER_599,,REC_WAFER_875,*,170.25,,170.25,,,,*
SIMTECH,EQ_WAFER_599,,REC_WAFER_878,*,79,,68.25,,,,*
SIMTECH,EQ_WAFER_599,,REC_WAFER_881,*,19,,8.5,,,,*
SIMTECH,EQ_WAFER_599,,*,*,89.95,,81,,,,*
SIMTECH,EQ_WAFER_260,,REC_WAFER_17,*,41.6,,41.6,,,,*
SIMTECH,EQ_WAFER_260,,*,*,41.6,,41.6,,,,*
SIMTECH,EQ_BATCH_6,,REC_BATCH_158,*,308,,203,,,,*
SIMTECH,EQ_BATCH_6,,REC_BATCH_211,*,282,,233,,,,*
SIMTECH,EQ_BATCH_6,,REC_BATCH_239,*,625,,205,,,,*
SIMTECH,EQ_BATCH_6,,*,*,388,,271.38,,,,*
SIMTECH,EQ_BATCH_7,,REC_BATCH_211,*,282,,233,,,,*
SIMTECH,EQ_BATCH_7,,REC_BATCH_239,*,625,,205,,,,*
SIMTECH,EQ_BATCH_7,,*,*,399.43,,281.14,,,,*
SIMTECH,EQ_LOT_131,,REC_LOT_232,*,19,,13.75,,,,*
SIMTECH,EQ_LOT_131,,*,*,19,,13.75,,,,*
SIMTECH,EQ_WAFER_248,,REC_WAFER_657,*,6,,2.75,,,,*
SIMTECH,EQ_WAFER_248,,REC_WAFER_717,*,6,,2.75,,,,*
SIMTECH,EQ_WAFER_248,,REC_WAFER_773,*,28,,12.5,,,,*
SIMTECH,EQ_WAFER_248,,REC_WAFER_820,*,6,,2.75,,,,*
SIMTECH,EQ_WAFER_248,,*,*,11.5,,5.19,,,,*
SIMTECH,EQ_WAFER_249,,REC_WAFER_657,*,112.5,,112.5,,,,*
SIMTECH,EQ_WAFER_249,,REC_WAFER_717,*,50,,50,,,,*
SIMTECH,EQ_WAFER_249,,REC_WAFER_773,*,125,,125,,,,*
SIMTECH,EQ_WAFER_249,,REC_WAFER_820,*,100,,100,,,,*
SIMTECH,EQ_WAFER_249,,*,*,96.88,,96.88,,,,*
SIMTECH,EQ_WAFER_668,,REC_WAFER_492,*,79,,64,,,,*
SIMTECH,EQ_WAFER_668,,REC_WAFER_580,*,6,,2.75,,,,*
SIMTECH,EQ_WAFER_668,,*,*,61.33,,38.67,,,,*
SIMTECH,EQ_LOT_17,,REC_LOT_94,*,6,,3.25,,,,*
SIMTECH,EQ_LOT_17,,REC_LOT_231,*,50,,3,,,,*
SIMTECH,EQ_LOT_17,,REC_LOT_275,*,25.8,,10.8,,,,*
SIMTECH,EQ_LOT_17,,REC_LOT_331,*,37,,15,,,,*
SIMTECH,EQ_LOT_17,,REC_LOT_28,*,25.8,,10.8,,,,*
SIMTECH,EQ_LOT_17,,REC_LOT_77,*,30,,30,,,,*
SIMTECH,EQ_LOT_17,,REC_LOT_169,*,25.8,,10.8,,,,*
SIMTECH,EQ_LOT_17,,REC_LOT_208,*,6,,2.75,,,,*
SIMTECH,EQ_LOT_17,,*,*,25.8,,10.8,,,,*
SIMTECH,EQ_WAFER_287,,REC_WAFER_599,*,12,,3,,,,*
SIMTECH,EQ_WAFER_287,,REC_WAFER_605,*,12,,3,,,,*
SIMTECH,EQ_WAFER_287,,REC_WAFER_676,*,30,,2.42,,,,*
SIMTECH,EQ_WAFER_287,,REC_LOT_15,*,20,,1.04,,,,*
SIMTECH,EQ_WAFER_287,,REC_WAFER_658,*,29,,0.17,,,,*
SIMTECH,EQ_WAFER_287,,REC_WAFER_821,*,24,,1.04,,,,*
SIMTECH,EQ_WAFER_287,,REC_WAFER_866,*,24,,1.04,,,,*
SIMTECH,EQ_WAFER_287,,*,*,19.48,,1.51,,,,*
SIMTECH,EQ_WAFER_133,,*,*,112,,15.85,,,,*
SIMTECH,EQ_WAFER_475,,REC_WAFER_769,*,60,,41,,,,*
