FAB,EQPT_ID,EQPT_GROUP_NAME,RECIPE,PRODUCT,FULL_RAW_PROCESS_TIME_IN_MINS,HALF_RAW_PROCESS_TIME_IN_MINS,FULL_INTERVAL_IN_MINS,HALF_INTERVAL_IN_MINS,FULL_RAW_PROCESS_TIME_DIST,HALF_RAW_PROCESS_TIME_DIST,STAGE
SIMTECH,EQ_BATCH_87,,REC_BATCH_130,*,514,,480,,,,*
SIMTECH,EQ_BATCH_87,,REC_BATCH_132,*,341,,306,,,,*
SIMTECH,EQ_BATCH_87,,REC_BATCH_139,*,319,,286,,,,*
SIMTECH,EQ_BATCH_87,,REC_BATCH_140,*,553,,411,,,,*
SIMTECH,EQ_BATCH_87,,REC_BATCH_141,*,299,,253,,,,*
SIMTECH,EQ_BATCH_87,,*,*,377.74,,326.43,,,,*
SIMTECH,EQ_BATCH_88,,REC_BATCH_89,*,338,,270,,,,*
SIMTECH,EQ_BATCH_88,,REC_BATCH_95,*,342,,307,,,,*
SIMTECH,EQ_BATCH_88,,REC_BATCH_96,*,298,,298,,,,*
SIMTECH,EQ_BATCH_88,,REC_BATCH_97,*,403,,356,,,,*
SIMTECH,EQ_BATCH_88,,REC_BATCH_98,*,263,,252.75,,,,*
SIMTECH,EQ_BATCH_88,,REC_BATCH_99,*,278,,278,,,,*
SIMTECH,EQ_BATCH_88,,REC_BATCH_109,*,476.25,,476.25,,,,*
SIMTECH,EQ_BATCH_88,,REC_BATCH_111,*,496,,356.25,,,,*
SIMTECH,EQ_BATCH_88,,*,*,336.13,,245.51,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_54,*,298,,257,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_56,*,331,,292,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_70,*,460,,419.25,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_71,*,420,,378.75,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_72,*,298,,257,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_75,*,448,,411,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_76,*,427,,392,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_81,*,582,,552,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_83,*,552,,521,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_85,*,299,,258,,,,*
SIMTECH,EQ_BATCH_89,,REC_BATCH_86,*,331,,290,,,,*
SIMTECH,EQ_BATCH_89,,*,*,362.34,,260.04,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_112,*,464,,433.5,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_114,*,381,,345,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_116,*,299,,265.5,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_117,*,261,,229.5,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_127,*,409,,373.5,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_130,*,514,,480,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_131,*,478,,448.75,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_132,*,341,,306,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_138,*,267,,238.5,,,,*
SIMTECH,EQ_BATCH_90,,REC_BATCH_139,*,319,,286,,,,*
SIMTECH,EQ_BATCH_90,,*,*,359.44,,312.5,,,,*
SIMTECH,EQ_BATCH_91,,REC_BATCH_37,*,287,,259.5,,,,*
SIMTECH,EQ_BATCH_91,,REC_BATCH_61,*,311,,282,,,,*
SIMTECH,EQ_BATCH_91,,REC_BATCH_78,*,240,,213,,,,*
SIMTECH,EQ_BATCH_91,,REC_BATCH_92,*,311,,283.5,,,,*
SIMTECH,EQ_BATCH_91,,REC_BATCH_134,*,358,,330,,,,*
SIMTECH,EQ_BATCH_91,,REC_BATCH_179,*,492,,492,,,,*
SIMTECH,EQ_BATCH_91,,REC_BATCH_188,*,389,,183.5,,,,*
SIMTECH,EQ_BATCH_91,,REC_BATCH_191,*,356,,109.5,,,,*
SIMTECH,EQ_BATCH_91,,*,*,319.7,,245.61,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_112,*,460,,433.5,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_113,*,426,,391.5,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_114,*,381,,345,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_116,*,299,,265.5,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_117,*,261,,229.5,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_118,*,279,,247.5,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_123,*,318,,286.25,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_127,*,409,,373.5,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_128,*,286,,257.5,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_131,*,482,,448.75,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_132,*,341,,306,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_138,*,267,,238.5,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_139,*,426,,286,,,,*
SIMTECH,EQ_BATCH_92,,REC_BATCH_140,*,442,,342.5,,,,*
SIMTECH,EQ_BATCH_92,,*,*,355.59,,298.78,,,,*
SIMTECH,EQ_BATCH_93,,REC_BATCH_3,*,756,,714,,,,*
SIMTECH,EQ_BATCH_93,,REC_BATCH_169,*,1162,,1120.5,,,,*
SIMTECH,EQ_BATCH_93,,REC_BATCH_210,*,405,,379.5,,,,*
SIMTECH,EQ_BATCH_93,,REC_BATCH_238,*,413,,388.5,,,,*
SIMTECH,EQ_BATCH_93,,REC_BATCH_266,*,526,,484.5,,,,*
SIMTECH,EQ_BATCH_93,,REC_BATCH_293,*,822,,780,,,,*
SIMTECH,EQ_BATCH_93,,REC_BATCH_368,*,473,,430.5,,,,*
SIMTECH,EQ_BATCH_93,,REC_BATCH_13,*,533,,507,,,,*
SIMTECH,EQ_BATCH_93,,*,*,566,,533.86,,,,*
SIMTECH,EQ_BATCH_94,,REC_BATCH_34,*,612,,571.5,,,,*
SIMTECH,EQ_BATCH_94,,REC_BATCH_84,*,731.25,,731.25,,,,*
SIMTECH,EQ_BATCH_94,,*,*,562.81,,508.87,,,,*
SIMTECH,EQ_BATCH_95,,REC_BATCH_48,*,465,,424.5,,,,*
SIMTECH,EQ_BATCH_95,,REC_BATCH_50,*,439,,399,,,,*
SIMTECH,EQ_BATCH_95,,REC_BATCH_68,*,718,,677,,,,*
SIMTECH,EQ_BATCH_95,,REC_BATCH_82,*,526,,486,,,,*
SIMTECH,EQ_BATCH_95,,*,*,542.75,,492.02,,,,*
SIMTECH,EQ_BATCH_96,,REC_BATCH_88,*,429,,315,,,,*
SIMTECH,EQ_BATCH_96,,REC_BATCH_89,*,338,,270,,,,*
SIMTECH,EQ_BATCH_96,,REC_BATCH_95,*,342,,307,,,,*
SIMTECH,EQ_BATCH_96,,REC_BATCH_96,*,298,,298,,,,*
SIMTECH,EQ_BATCH_96,,REC_BATCH_97,*,403,,356,,,,*
SIMTECH,EQ_BATCH_96,,REC_BATCH_98,*,263,,252.75,,,,*
SIMTECH,EQ_BATCH_96,,REC_BATCH_111,*,468,,356.25,,,,*
SIMTECH,EQ_BATCH_96,,*,*,315.92,,195.77,,,,*
SIMTECH,EQ_BATCH_97,,REC_BATCH_40,*,672,,631.5,,,,*
SIMTECH,EQ_BATCH_97,,REC_BATCH_48,*,465,,424.5,,,,*
SIMTECH,EQ_BATCH_97,,REC_BATCH_68,*,714,,677,,,,*
SIMTECH,EQ_BATCH_97,,*,*,574.65,,525.83,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_112,*,464,,433.5,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_114,*,381,,345,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_115,*,285,,252.5,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_116,*,295,,265.5,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_117,*,261,,229.5,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_127,*,409,,373.5,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_130,*,510,,480,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_131,*,482,,448.75,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_132,*,341,,306,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_137,*,388,,361.5,,,,*
SIMTECH,EQ_BATCH_98,,REC_BATCH_141,*,299,,253,,,,*
SIMTECH,EQ_BATCH_98,,*,*,355.65,,302.45,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_112,*,464,,433.5,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_114,*,381,,345,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_115,*,285,,252.5,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_116,*,299,,265.5,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_117,*,261,,229.5,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_127,*,409,,373.5,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_130,*,510,,480,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_131,*,482,,448.75,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_132,*,341,,306,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_137,*,388,,361.5,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_139,*,426,,286,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_140,*,553,,342.5,,,,*
SIMTECH,EQ_BATCH_99,,REC_BATCH_141,*,299,,253,,,,*
SIMTECH,EQ_BATCH_99,,*,*,375.27,,317.23,,,,*
SIMTECH,EQ_BATCH_100,,REC_BATCH_89,*,338,,270,,,,*
SIMTECH,EQ_BATCH_100,,REC_BATCH_95,*,342,,307,,,,*
SIMTECH,EQ_BATCH_100,,REC_BATCH_97,*,403,,356,,,,*
SIMTECH,EQ_BATCH_100,,REC_BATCH_98,*,263,,252.75,,,,*
SIMTECH,EQ_BATCH_100,,REC_BATCH_100,*,309,,276,,,,*
SIMTECH,EQ_BATCH_100,,REC_BATCH_101,*,434,,409,,,,*
SIMTECH,EQ_BATCH_100,,REC_BATCH_102,*,404,,375,,,,*
SIMTECH,EQ_BATCH_100,,*,*,308.57,,220.77,,,,*
SIMTECH,EQ_BATCH_101,,REC_BATCH_34,*,612,,571.5,,,,*
SIMTECH,EQ_BATCH_101,,REC_BATCH_40,*,672,,631.5,,,,*
SIMTECH,EQ_BATCH_101,,REC_BATCH_68,*,714,,677,,,,*
SIMTECH,EQ_BATCH_101,,*,*,597.96,,563.14,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_112,*,464,,289,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_114,*,381,,345,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_115,*,285,,252.5,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_116,*,299,,265.5,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_117,*,257,,229.5,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_118,*,275,,247.5,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_123,*,318,,286.25,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_127,*,409,,373.5,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_128,*,286,,257.5,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_130,*,514,,480,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_132,*,341,,306,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_139,*,319,,286,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_140,*,553,,411,,,,*
SIMTECH,EQ_BATCH_102,,REC_BATCH_141,*,299,,253,,,,*
SIMTECH,EQ_BATCH_102,,*,*,362.71,,305.36,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_112,*,464,,433.5,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_114,*,381,,345,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_115,*,285,,252.5,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_116,*,299,,265.5,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_117,*,257,,229.5,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_118,*,279,,247.5,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_123,*,318,,286.25,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_126,*,498,,460,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_127,*,409,,373.5,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_128,*,286,,257.5,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_130,*,510,,480,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_131,*,482,,448.75,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_132,*,341,,306,,,,*
SIMTECH,EQ_BATCH_103,,REC_BATCH_141,*,299,,253,,,,*
SIMTECH,EQ_BATCH_103,,*,*,360.1,,319.29,,,,*
SIMTECH,EQ_BATCH_104,,*,*,383,,358.64,,,,*
SIMTECH,EQ_BATCH_105,,REC_BATCH_68,*,718,,677,,,,*
SIMTECH,EQ_BATCH_105,,*,*,666.5,,625.38,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_112,*,464,,433.5,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_114,*,381,,345,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_115,*,285,,252.5,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_116,*,299,,265.5,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_118,*,275,,247.5,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_125,*,330,,298.75,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_127,*,409,,373.5,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_130,*,514,,480,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_131,*,478,,448.75,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_132,*,341,,306,,,,*
SIMTECH,EQ_BATCH_106,,REC_BATCH_141,*,299,,253,,,,*
SIMTECH,EQ_BATCH_106,,*,*,347.05,,294.64,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_114,*,381,,345,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_115,*,285,,252.5,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_116,*,295,,265.5,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_123,*,318,,286.25,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_127,*,409,,373.5,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_131,*,482,,448.75,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_132,*,341,,306,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_139,*,319,,286,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_140,*,442,,342.5,,,,*
SIMTECH,EQ_BATCH_107,,REC_BATCH_141,*,299,,253,,,,*
SIMTECH,EQ_BATCH_107,,*,*,523.47,,491.46,,,,*
SIMTECH,EQ_BATCH_108,,*,*,399.63,,377.22,,,,*
SIMTECH,EQ_BATCH_109,,REC_BATCH_34,*,608,,571.5,,,,*
SIMTECH,EQ_BATCH_109,,REC_BATCH_48,*,461,,424.5,,,,*
SIMTECH,EQ_BATCH_109,,REC_BATCH_68,*,718,,677,,,,*
SIMTECH,EQ_BATCH_109,,REC_BATCH_82,*,526,,486,,,,*
SIMTECH,EQ_BATCH_109,,*,*,599.08,,559.69,,,,*
SIMTECH,EQ_BATCH_110,,REC_BATCH_34,*,608,,571.5,,,,*
SIMTECH,EQ_BATCH_110,,REC_BATCH_48,*,461,,424.5,,,,*
SIMTECH,EQ_BATCH_110,,REC_BATCH_68,*,718,,677,,,,*
SIMTECH,EQ_BATCH_110,,*,*,563.64,,502.98,,,,*
SIMTECH,EQ_BATCH_111,,REC_BATCH_34,*,686,,571.5,,,,*
SIMTECH,EQ_BATCH_111,,REC_BATCH_68,*,718,,677,,,,*
SIMTECH,EQ_BATCH_111,,REC_BATCH_84,*,698,,585,,,,*
SIMTECH,EQ_BATCH_111,,*,*,666.4,,596.2,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_89,*,338,,270,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_90,*,278,,252,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_95,*,342,,307,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_96,*,298,,298,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_97,*,403,,356,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_98,*,263,,252.75,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_100,*,309,,276,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_101,*,434,,409,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_102,*,404,,375,,,,*
SIMTECH,EQ_BATCH_112,,REC_BATCH_109,*,588,,476.25,,,,*
SIMTECH,EQ_BATCH_112,,*,*,335.79,,252.29,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_54,*,298,,257,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_56,*,331,,292,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_68,*,718,,677,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_70,*,460,,419.25,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_71,*,420,,378.75,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_72,*,298,,257,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_75,*,448,,411,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_76,*,427,,392,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_81,*,582,,552,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_83,*,552,,521,,,,*
SIMTECH,EQ_BATCH_113,,REC_BATCH_85,*,516,,516,,,,*
SIMTECH,EQ_BATCH_113,,*,*,506.38,,415.6,,,,*
SIMTECH,EQ_BATCH_114,,REC_BATCH_37,*,293,,252.75,,,,*
SIMTECH,EQ_BATCH_114,,REC_BATCH_182,*,266,,240,,,,*
SIMTECH,EQ_BATCH_114,,*,*,1062.35,,1034.75,,,,*
SIMTECH,EQ_BATCH_115,,REC_BATCH_3,*,746,,705,,,,*
SIMTECH,EQ_BATCH_115,,REC_BATCH_169,*,1152,,1111,,,,*
SIMTECH,EQ_BATCH_115,,REC_BATCH_210,*,546,,546,,,,*
SIMTECH,EQ_BATCH_115,,REC_BATCH_343,*,492,,387,,,,*
SIMTECH,EQ_BATCH_115,,REC_BATCH_13,*,584,,479,,,,*
SIMTECH,EQ_BATCH_115,,*,*,704,,645.6,,,,*
SIMTECH,EQ_BATCH_116,,REC_BATCH_3,*,746,,705,,,,*
SIMTECH,EQ_BATCH_116,,REC_BATCH_169,*,1666.5,,1666.5,,,,*
SIMTECH,EQ_BATCH_116,,REC_BATCH_210,*,393,,364,,,,*
SIMTECH,EQ_BATCH_116,,REC_BATCH_238,*,401,,360,,,,*
SIMTECH,EQ_BATCH_116,,REC_BATCH_293,*,1152,,1152,,,,*
SIMTECH,EQ_BATCH_116,,REC_BATCH_13,*,520,,479,,,,*
SIMTECH,EQ_BATCH_116,,*,*,697.5,,675.25,,,,*
SIMTECH,EQ_BATCH_117,,REC_BATCH_68,*,718,,677,,,,*
SIMTECH,EQ_BATCH_117,,*,*,610.33,,560.31,,,,*
SIMTECH,EQ_BATCH_118,,REC_BATCH_153,*,299,,140,,,,*
SIMTECH,EQ_BATCH_118,,REC_BATCH_157,*,356,,249,,,,*
SIMTECH,EQ_BATCH_118,,REC_BATCH_165,*,311,,206,,,,*
SIMTECH,EQ_BATCH_118,,REC_BATCH_166,*,214,,109,,,,*
SIMTECH,EQ_BATCH_118,,*,*,295,,176,,,,*
SIMTECH,EQ_BATCH_119,,REC_BATCH_153,*,299,,140,,,,*
SIMTECH,EQ_BATCH_119,,REC_BATCH_166,*,214,,109,,,,*
SIMTECH,EQ_BATCH_119,,*,*,256.5,,124.5,,,,*
SIMTECH,EQ_BATCH_120,,REC_BATCH_88,*,429,,315,,,,*
SIMTECH,EQ_BATCH_120,,REC_BATCH_89,*,338,,270,,,,*
SIMTECH,EQ_BATCH_120,,REC_BATCH_90,*,278,,252,,,,*
SIMTECH,EQ_BATCH_120,,REC_BATCH_96,*,298,,298,,,,*
SIMTECH,EQ_BATCH_120,,REC_BATCH_103,*,268,,254,,,,*
SIMTECH,EQ_BATCH_120,,REC_BATCH_111,*,468,,356.25,,,,*
SIMTECH,EQ_BATCH_120,,*,*,377,,313.32,,,,*
SIMTECH,EQ_BATCH_121,,REC_BATCH_40,*,746,,631.5,,,,*
SIMTECH,EQ_BATCH_121,,REC_BATCH_68,*,718,,677,,,,*
SIMTECH,EQ_BATCH_121,,REC_BATCH_73,*,364,,324,,,,*
SIMTECH,EQ_BATCH_121,,*,*,550.38,,500.93,,,,*
SIMTECH,EQ_BATCH_122,,REC_BATCH_88,*,429,,315,,,,*
SIMTECH,EQ_BATCH_122,,REC_BATCH_89,*,384,,270,,,,*
SIMTECH,EQ_BATCH_122,,REC_BATCH_110,*,364,,253,,,,*
SIMTECH,EQ_BATCH_122,,*,*,392.33,,279.33,,,,*
SIMTECH,EQ_BATCH_123,,REC_BATCH_70,*,531,,419.25,,,,*
SIMTECH,EQ_BATCH_123,,REC_BATCH_76,*,505,,392,,,,*
SIMTECH,EQ_BATCH_123,,*,*,518,,405.63,,,,*
SIMTECH,EQ_BATCH_124,,REC_BATCH_70,*,531,,419.25,,,,*
SIMTECH,EQ_BATCH_124,,REC_BATCH_75,*,526,,274,,,,*
SIMTECH,EQ_BATCH_124,,REC_BATCH_76,*,505,,392,,,,*
SIMTECH,EQ_BATCH_124,,REC_BATCH_81,*,665,,552,,,,*
SIMTECH,EQ_BATCH_124,,REC_BATCH_83,*,633,,521,,,,*
SIMTECH,EQ_BATCH_124,,*,*,564,,433.59,,,,*
SIMTECH,EQ_BATCH_125,,REC_BATCH_52,*,369,,258,,,,*
SIMTECH,EQ_BATCH_125,,REC_BATCH_56,*,405,,292,,,,*
SIMTECH,EQ_BATCH_125,,REC_BATCH_70,*,531,,419.25,,,,*
SIMTECH,EQ_BATCH_125,,REC_BATCH_71,*,490,,378.75,,,,*
SIMTECH,EQ_BATCH_125,,REC_BATCH_72,*,368,,257,,,,*
SIMTECH,EQ_BATCH_125,,REC_BATCH_76,*,505,,392,,,,*
SIMTECH,EQ_BATCH_125,,REC_BATCH_85,*,516,,516,,,,*
SIMTECH,EQ_BATCH_125,,*,*,468.38,,370.38,,,,*
SIMTECH,EQ_BATCH_129,,REC_BATCH_88,*,346,,307.5,,,,*
SIMTECH,EQ_BATCH_129,,REC_BATCH_89,*,310,,279,,,,*
SIMTECH,EQ_BATCH_129,,REC_BATCH_100,*,309,,276,,,,*
SIMTECH,EQ_BATCH_129,,REC_BATCH_104,*,310,,277,,,,*
SIMTECH,EQ_BATCH_129,,*,*,342.38,,316.81,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_42,*,461,,453,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_44,*,313.75,,313.75,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_46,*,217.5,,217.5,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_52,*,265,,265,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_54,*,204,,204,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_58,*,308.75,,308.75,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_64,*,460,,452,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_66,*,259,,239,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_72,*,198,,198,,,,*
SIMTECH,EQ_BATCH_130,,REC_BATCH_85,*,430,,430,,,,*
SIMTECH,EQ_BATCH_130,,*,*,436.07,,349.46,,,,*
SIMTECH,EQ_BATCH_131,,REC_BATCH_88,*,346,,307.5,,,,*
SIMTECH,EQ_BATCH_131,,REC_BATCH_89,*,310,,279,,,,*
SIMTECH,EQ_BATCH_131,,REC_BATCH_99,*,274,,186,,,,*
SIMTECH,EQ_BATCH_131,,REC_BATCH_100,*,309,,276,,,,*
SIMTECH,EQ_BATCH_131,,REC_BATCH_104,*,310,,277,,,,*
SIMTECH,EQ_BATCH_131,,*,*,308.85,,277.15,,,,*
SIMTECH,EQ_BATCH_132,,REC_BATCH_112,*,365,,320,,,,*
SIMTECH,EQ_BATCH_132,,REC_BATCH_114,*,345,,341.25,,,,*
SIMTECH,EQ_BATCH_132,,REC_BATCH_115,*,251.25,,251.25,,,,*
SIMTECH,EQ_BATCH_132,,REC_BATCH_116,*,265,,265,,,,*
SIMTECH,EQ_BATCH_132,,REC_BATCH_117,*,220,,183,,,,*
SIMTECH,EQ_BATCH_132,,REC_BATCH_127,*,365,,300,,,,*
SIMTECH,EQ_BATCH_132,,REC_BATCH_132,*,295,,243,,,,*
SIMTECH,EQ_BATCH_132,,REC_BATCH_141,*,253,,211.25,,,,*
SIMTECH,EQ_BATCH_132,,*,*,312.63,,277.21,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_42,*,453,,453,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_44,*,313.75,,313.75,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_46,*,217.5,,217.5,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_52,*,265,,265,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_54,*,204,,204,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_58,*,308.75,,308.75,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_64,*,452,,452,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_66,*,259,,239,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_72,*,198,,198,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_76,*,451.25,,451.25,,,,*
SIMTECH,EQ_BATCH_133,,REC_BATCH_85,*,430,,430,,,,*
SIMTECH,EQ_BATCH_133,,*,*,302.23,,233.26,,,,*
SIMTECH,EQ_BATCH_134,,REC_BATCH_88,*,346,,307.5,,,,*
SIMTECH,EQ_BATCH_134,,REC_BATCH_89,*,310,,279,,,,*
SIMTECH,EQ_BATCH_134,,REC_BATCH_100,*,309,,276,,,,*
SIMTECH,EQ_BATCH_134,,REC_BATCH_104,*,310,,277,,,,*
SIMTECH,EQ_BATCH_134,,*,*,322.71,,299.07,,,,*
SIMTECH,EQ_BATCH_135,,REC_BATCH_112,*,365,,320,,,,*
SIMTECH,EQ_BATCH_135,,REC_BATCH_114,*,345,,273,,,,*
SIMTECH,EQ_BATCH_135,,REC_BATCH_115,*,238,,201,,,,*
SIMTECH,EQ_BATCH_135,,REC_BATCH_116,*,265,,265,,,,*
SIMTECH,EQ_BATCH_135,,REC_BATCH_127,*,375,,375,,,,*
SIMTECH,EQ_BATCH_135,,REC_BATCH_132,*,295,,243,,,,*
SIMTECH,EQ_BATCH_135,,REC_BATCH_141,*,253,,211.25,,,,*
