EQPT_ID,POLICY,RANK
EQ_WAFER_666,PrioritizeQueueTimeConstraint,1
EQ_WAFER_667,PrioritizeQueueTimeConstraint,1
EQ_LOT_147,PrioritizeQueueTimeConstraint,1
EQ_LOT_148,PrioritizeQueueTimeConstraint,1
EQ_WAFER_340,PrioritizeQueueTimeConstraint,1
EQ_WAFER_281,PrioritizeQueueTimeConstraint,1
EQ_WAFER_282,PrioritizeQueueTimeConstraint,1
EQ_WAFER_283,PrioritizeQueueTimeConstraint,1
EQ_WAFER_284,PrioritizeQueueTimeConstraint,1
EQ_WAFER_285,PrioritizeQueueTimeConstraint,1
EQ_WAFER_286,PrioritizeQueueTimeConstraint,1
EQ_WAFER_521,PrioritizeQueueTimeConstraint,1
EQ_WAFER_472,PrioritizeQueueTimeConstraint,1
EQ_BATCH_342,PrioritizeQueueTimeConstraint,1
EQ_BATCH_343,PrioritizeQueueTimeConstraint,1
EQ_BATCH_344,PrioritizeQueueTimeConstraint,1
EQ_BATCH_345,PrioritizeQueueTimeConstraint,1
EQ_BATCH_346,PrioritizeQueueTimeConstraint,1
EQ_BATCH_357,PrioritizeQueueTimeConstraint,1
EQ_BATCH_358,PrioritizeQueueTimeConstraint,1
EQ_WAFER_222,PrioritizeQueueTimeConstraint,1
EQ_WAFER_223,PrioritizeQueueTimeConstraint,1
EQ_WAFER_224,PrioritizeQueueTimeConstraint,1
EQ_WAFER_225,PrioritizeQueueTimeConstraint,1
EQ_WAFER_226,PrioritizeQueueTimeConstraint,1
EQ_WAFER_227,PrioritizeQueueTimeConstraint,1
EQ_WAFER_228,PrioritizeQueueTimeConstraint,1
EQ_WAFER_229,PrioritizeQueueTimeConstraint,1
EQ_WAFER_230,PrioritizeQueueTimeConstraint,1
EQ_WAFER_231,PrioritizeQueueTimeConstraint,1
EQ_WAFER_232,PrioritizeQueueTimeConstraint,1
EQ_WAFER_233,PrioritizeQueueTimeConstraint,1
EQ_WAFER_234,PrioritizeQueueTimeConstraint,1
EQ_WAFER_235,PrioritizeQueueTimeConstraint,1
EQ_WAFER_655,PrioritizeQueueTimeConstraint,1
EQ_WAFER_656,PrioritizeQueueTimeConstraint,1
EQ_WAFER_657,PrioritizeQueueTimeConstraint,1
EQ_WAFER_658,PrioritizeQueueTimeConstraint,1
EQ_WAFER_659,PrioritizeQueueTimeConstraint,1
