EQPT_ID,CHAMBER,START_TIME,END_TIME,MTTF_IN_MINS,MTTR_IN_MINS,MTTF_DIST,MTTR_DIST,OP_GROUP,OP_DOWN_FRACTION,OP_DOWN_QTY,DOWN_TYPE,REMARK
EQ_BATCH_149,,18/9/2020 23:39:14,13/11/2020 23:39:14,15688.2,530.4,EQ_BATCH_149_UD_MTTF,EQ_BATCH_149_UD_MTTR,0,0,0,UD,
EQ_BATCH_150,,18/9/2020 23:39:14,13/11/2020 23:39:14,15612.6,890.4,EQ_BATCH_150_UD_MTTF,EQ_BATCH_150_UD_MTTR,0,0,0,UD,
EQ_BATCH_150,,18/9/2020 23:39:14,13/11/2020 23:39:14,23268.6,600,EQ_BATCH_150_ENG_MTTF,EQ_BATCH_150_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_151,,18/9/2020 23:39:14,13/11/2020 23:39:14,3511.2,367.8,EQ_BATCH_151_UD_MTTF,EQ_BATCH_151_UD_MTTR,0,0,0,UD,
EQ_BATCH_151,,18/9/2020 23:39:14,13/11/2020 23:39:14,11424,277.8,EQ_BATCH_151_ENG_MTTF,EQ_BATCH_151_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_152,,18/9/2020 23:39:14,13/11/2020 23:39:14,5800.2,91.8,EQ_BATCH_152_ENG_MTTF,EQ_BATCH_152_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_152,,18/9/2020 23:39:14,13/11/2020 23:39:14,10567.2,210.6,EQ_BATCH_152_UD_MTTF,EQ_BATCH_152_UD_MTTR,0,0,0,UD,
EQ_BATCH_153,,18/9/2020 23:39:14,13/11/2020 23:39:14,25815,646.2,EQ_BATCH_153_UD_MTTF,EQ_BATCH_153_UD_MTTR,0,0,0,UD,
EQ_BATCH_153,,18/9/2020 23:39:14,13/11/2020 23:39:14,38925.6,999.6,EQ_BATCH_153_ENG_MTTF,EQ_BATCH_153_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_154,,18/9/2020 23:39:14,13/11/2020 23:39:14,18987,1155.6,EQ_BATCH_154_UD_MTTF,EQ_BATCH_154_UD_MTTR,0,0,0,UD,
EQ_BATCH_154,,18/9/2020 23:39:14,13/11/2020 23:39:14,30199.2,586.2,EQ_BATCH_154_ENG_MTTF,EQ_BATCH_154_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_155,,18/9/2020 23:39:14,13/11/2020 23:39:14,39616.2,685.2,EQ_BATCH_155_UD_MTTF,EQ_BATCH_155_UD_MTTR,0,0,0,UD,
EQ_BATCH_155,,18/9/2020 23:39:14,13/11/2020 23:39:14,39906,786,EQ_BATCH_155_ENG_MTTF,EQ_BATCH_155_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_156,,18/9/2020 23:39:14,13/11/2020 23:39:14,26179.2,891,EQ_BATCH_156_ENG_MTTF,EQ_BATCH_156_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_156,,18/9/2020 23:39:14,13/11/2020 23:39:14,31140,214.2,EQ_BATCH_156_UD_MTTF,EQ_BATCH_156_UD_MTTR,0,0,0,UD,
EQ_BATCH_157,,18/9/2020 23:39:14,13/11/2020 23:39:14,11068.2,199.2,EQ_BATCH_157_UD_MTTF,EQ_BATCH_157_UD_MTTR,0,0,0,UD,
EQ_BATCH_158,,18/9/2020 23:39:14,13/11/2020 23:39:14,12396.6,538.8,EQ_BATCH_158_UD_MTTF,EQ_BATCH_158_UD_MTTR,0,0,0,UD,
EQ_BATCH_159,,18/9/2020 23:39:14,13/11/2020 23:39:14,18444,514.8,EQ_BATCH_159_UD_MTTF,EQ_BATCH_159_UD_MTTR,0,0,0,UD,
EQ_BATCH_160,,18/9/2020 23:39:14,13/11/2020 23:39:14,10084.2,545.4,EQ_BATCH_160_UD_MTTF,EQ_BATCH_160_UD_MTTR,0,0,0,UD,
EQ_BATCH_161,,18/9/2020 23:39:14,13/11/2020 23:39:14,18639.6,1025.4,EQ_BATCH_161_UD_MTTF,EQ_BATCH_161_UD_MTTR,0,0,0,UD,
EQ_BATCH_162,,18/9/2020 23:39:14,13/11/2020 23:39:14,17712,608.4,EQ_BATCH_162_UD_MTTF,EQ_BATCH_162_UD_MTTR,0,0,0,UD,
EQ_BATCH_162,,18/9/2020 23:39:14,13/11/2020 23:39:14,31627.2,1116.6,EQ_BATCH_162_ENG_MTTF,EQ_BATCH_162_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_163,,18/9/2020 23:39:14,13/11/2020 23:39:14,12507,533.4,EQ_BATCH_163_UD_MTTF,EQ_BATCH_163_UD_MTTR,0,0,0,UD,
EQ_BATCH_164,,18/9/2020 23:39:14,13/11/2020 23:39:14,9979.2,350.4,EQ_BATCH_164_UD_MTTF,EQ_BATCH_164_UD_MTTR,0,0,0,UD,
EQ_BATCH_164,,18/9/2020 23:39:14,13/11/2020 23:39:14,26581.2,549,EQ_BATCH_164_ENG_MTTF,EQ_BATCH_164_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_165,,18/9/2020 23:39:14,13/11/2020 23:39:14,23214.6,1360.2,EQ_BATCH_165_UD_MTTF,EQ_BATCH_165_UD_MTTR,0,0,0,UD,
EQ_BATCH_166,,18/9/2020 23:39:14,13/11/2020 23:39:14,11772.6,1084.8,EQ_BATCH_166_UD_MTTF,EQ_BATCH_166_UD_MTTR,0,0,0,UD,
EQ_BATCH_167,,18/9/2020 23:39:14,13/11/2020 23:39:14,13678.8,658.8,EQ_BATCH_167_UD_MTTF,EQ_BATCH_167_UD_MTTR,0,0,0,UD,
EQ_BATCH_168,,18/9/2020 23:39:14,13/11/2020 23:39:14,12088.8,544.2,EQ_BATCH_168_ENG_MTTF,EQ_BATCH_168_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_168,,18/9/2020 23:39:14,13/11/2020 23:39:14,30687.6,1310.4,EQ_BATCH_168_UD_MTTF,EQ_BATCH_168_UD_MTTR,0,0,0,UD,
EQ_BATCH_169,,18/9/2020 23:39:14,13/11/2020 23:39:14,20083.8,512.4,EQ_BATCH_169_UD_MTTF,EQ_BATCH_169_UD_MTTR,0,0,0,UD,
EQ_BATCH_170,,18/9/2020 23:39:14,13/11/2020 23:39:14,4320,60,EQ_BATCH_170_UD_MTTF,EQ_BATCH_170_UD_MTTR,0,0,0,UD,
EQ_BATCH_170,,18/9/2020 23:39:14,13/11/2020 23:39:14,42220.2,1651.2,EQ_BATCH_170_ENG_MTTF,EQ_BATCH_170_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_171,,18/9/2020 23:39:14,13/11/2020 23:39:14,24649.2,1077,EQ_BATCH_171_UD_MTTF,EQ_BATCH_171_UD_MTTR,0,0,0,UD,
EQ_BATCH_172,,18/9/2020 23:39:14,13/11/2020 23:39:14,13117.2,462.6,EQ_BATCH_172_UD_MTTF,EQ_BATCH_172_UD_MTTR,0,0,0,UD,
EQ_BATCH_173,,18/9/2020 23:39:14,13/11/2020 23:39:14,23836.2,920.4,EQ_BATCH_173_UD_MTTF,EQ_BATCH_173_UD_MTTR,0,0,0,UD,
EQ_BATCH_173,,18/9/2020 23:39:14,13/11/2020 23:39:14,29820.6,606,EQ_BATCH_173_ENG_MTTF,EQ_BATCH_173_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_174,,18/9/2020 23:39:14,13/11/2020 23:39:14,17162.4,538.8,EQ_BATCH_174_UD_MTTF,EQ_BATCH_174_UD_MTTR,0,0,0,UD,
EQ_BATCH_174,,18/9/2020 23:39:14,13/11/2020 23:39:14,23973,985.8,EQ_BATCH_174_ENG_MTTF,EQ_BATCH_174_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_175,,18/9/2020 23:39:14,13/11/2020 23:39:14,11438.4,542.4,EQ_BATCH_175_UD_MTTF,EQ_BATCH_175_UD_MTTR,0,0,0,UD,
EQ_BATCH_176,,18/9/2020 23:39:14,13/11/2020 23:39:14,36003,199.8,EQ_BATCH_176_UD_MTTF,EQ_BATCH_176_UD_MTTR,0,0,0,UD,
EQ_BATCH_177,,18/9/2020 23:39:14,13/11/2020 23:39:14,15076.2,555,EQ_BATCH_177_UD_MTTF,EQ_BATCH_177_UD_MTTR,0,0,0,UD,
EQ_BATCH_177,,18/9/2020 23:39:14,13/11/2020 23:39:14,50399.4,1247.4,EQ_BATCH_177_ENG_MTTF,EQ_BATCH_177_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_178,,18/9/2020 23:39:14,13/11/2020 23:39:14,14410.8,670.2,EQ_BATCH_178_UD_MTTF,EQ_BATCH_178_UD_MTTR,0,0,0,UD,
EQ_BATCH_179,,18/9/2020 23:39:14,13/11/2020 23:39:14,7998.6,664.2,EQ_BATCH_179_UD_MTTF,EQ_BATCH_179_UD_MTTR,0,0,0,UD,
EQ_BATCH_179,,18/9/2020 23:39:14,13/11/2020 23:39:14,22546.2,1357.8,EQ_BATCH_179_ENG_MTTF,EQ_BATCH_179_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_180,,18/9/2020 23:39:14,13/11/2020 23:39:14,10971.6,531,EQ_BATCH_180_UD_MTTF,EQ_BATCH_180_UD_MTTR,0,0,0,UD,
EQ_BATCH_181,,18/9/2020 23:39:14,13/11/2020 23:39:14,6377.4,1311.6,EQ_BATCH_181_UD_MTTF,EQ_BATCH_181_UD_MTTR,0,0,0,UD,
EQ_BATCH_182,,18/9/2020 23:39:14,13/11/2020 23:39:14,12502.8,1514.4,EQ_BATCH_182_UD_MTTF,EQ_BATCH_182_UD_MTTR,0,0,0,UD,
EQ_BATCH_183,,18/9/2020 23:39:14,13/11/2020 23:39:14,25522.2,1719.6,EQ_BATCH_183_UD_MTTF,EQ_BATCH_183_UD_MTTR,0,0,0,UD,
EQ_BATCH_183,,18/9/2020 23:39:14,13/11/2020 23:39:14,45277.8,882,EQ_BATCH_183_ENG_MTTF,EQ_BATCH_183_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_184,,18/9/2020 23:39:14,13/11/2020 23:39:14,12693,970.8,EQ_BATCH_184_UD_MTTF,EQ_BATCH_184_UD_MTTR,0,0,0,UD,
EQ_BATCH_184,,18/9/2020 23:39:14,13/11/2020 23:39:14,33397.2,1212,EQ_BATCH_184_ENG_MTTF,EQ_BATCH_184_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_185,,18/9/2020 23:39:14,13/11/2020 23:39:14,12900,879,EQ_BATCH_185_UD_MTTF,EQ_BATCH_185_UD_MTTR,0,0,0,UD,
EQ_BATCH_185,,18/9/2020 23:39:14,13/11/2020 23:39:14,30828.6,979.2,EQ_BATCH_185_ENG_MTTF,EQ_BATCH_185_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_186,,18/9/2020 23:39:14,13/11/2020 23:39:14,14026.8,751.2,EQ_BATCH_186_UD_MTTF,EQ_BATCH_186_UD_MTTR,0,0,0,UD,
EQ_BATCH_187,,18/9/2020 23:39:14,13/11/2020 23:39:14,21330,670.2,EQ_BATCH_187_UD_MTTF,EQ_BATCH_187_UD_MTTR,0,0,0,UD,
EQ_BATCH_188,,18/9/2020 23:39:14,13/11/2020 23:39:14,19669.2,1171.8,EQ_BATCH_188_ENG_MTTF,EQ_BATCH_188_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_188,,18/9/2020 23:39:14,13/11/2020 23:39:14,48610.2,2037,EQ_BATCH_188_UD_MTTF,EQ_BATCH_188_UD_MTTR,0,0,0,UD,
EQ_BATCH_189,,18/9/2020 23:39:14,13/11/2020 23:39:14,26767.8,1812.6,EQ_BATCH_189_UD_MTTF,EQ_BATCH_189_UD_MTTR,0,0,0,UD,
EQ_BATCH_190,,18/9/2020 23:39:14,13/11/2020 23:39:14,13300.2,1607.4,EQ_BATCH_190_UD_MTTF,EQ_BATCH_190_UD_MTTR,0,0,0,UD,
EQ_BATCH_191,,18/9/2020 23:39:14,13/11/2020 23:39:14,18708,759.6,EQ_BATCH_191_UD_MTTF,EQ_BATCH_191_UD_MTTR,0,0,0,UD,
EQ_BATCH_192,,18/9/2020 23:39:14,13/11/2020 23:39:14,7207.8,836.4,EQ_BATCH_192_UD_MTTF,EQ_BATCH_192_UD_MTTR,0,0,0,UD,
EQ_BATCH_193,,18/9/2020 23:39:14,13/11/2020 23:39:14,6376.2,433.2,EQ_BATCH_193_UD_MTTF,EQ_BATCH_193_UD_MTTR,0,0,0,UD,
EQ_BATCH_194,,18/9/2020 23:39:14,13/11/2020 23:39:14,16542,415.8,EQ_BATCH_194_UD_MTTF,EQ_BATCH_194_UD_MTTR,0,0,0,UD,
EQ_BATCH_194,,18/9/2020 23:39:14,13/11/2020 23:39:14,36729.6,1636.8,EQ_BATCH_194_ENG_MTTF,EQ_BATCH_194_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_195,,18/9/2020 23:39:14,13/11/2020 23:39:14,7784.4,571.8,EQ_BATCH_195_UD_MTTF,EQ_BATCH_195_UD_MTTR,0,0,0,UD,
EQ_BATCH_195,,18/9/2020 23:39:14,13/11/2020 23:39:14,40749,1422,EQ_BATCH_195_ENG_MTTF,EQ_BATCH_195_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_196,,18/9/2020 23:39:14,13/11/2020 23:39:14,12213.6,883.2,EQ_BATCH_196_UD_MTTF,EQ_BATCH_196_UD_MTTR,0,0,0,UD,
EQ_BATCH_196,,18/9/2020 23:39:14,13/11/2020 23:39:14,38932.8,1036.8,EQ_BATCH_196_ENG_MTTF,EQ_BATCH_196_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_197,,18/9/2020 23:39:14,13/11/2020 23:39:14,9367.2,597.6,EQ_BATCH_197_UD_MTTF,EQ_BATCH_197_UD_MTTR,0,0,0,UD,
EQ_BATCH_198,,18/9/2020 23:39:14,13/11/2020 23:39:14,9751.8,1064.4,EQ_BATCH_198_UD_MTTF,EQ_BATCH_198_UD_MTTR,0,0,0,UD,
EQ_BATCH_199,,18/9/2020 23:39:14,13/11/2020 23:39:14,15209.4,360.6,EQ_BATCH_199_UD_MTTF,EQ_BATCH_199_UD_MTTR,0,0,0,UD,
EQ_BATCH_199,,18/9/2020 23:39:14,13/11/2020 23:39:14,34566,1053,EQ_BATCH_199_ENG_MTTF,EQ_BATCH_199_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_200,,18/9/2020 23:39:14,13/11/2020 23:39:14,19964.4,624,EQ_BATCH_200_ENG_MTTF,EQ_BATCH_200_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_200,,18/9/2020 23:39:14,13/11/2020 23:39:14,21646.8,541.8,EQ_BATCH_200_UD_MTTF,EQ_BATCH_200_UD_MTTR,0,0,0,UD,
EQ_BATCH_201,,18/9/2020 23:39:14,13/11/2020 23:39:14,14533.8,192,EQ_BATCH_201_UD_MTTF,EQ_BATCH_201_UD_MTTR,0,0,0,UD,
EQ_BATCH_201,,18/9/2020 23:39:14,13/11/2020 23:39:14,37408.8,855.6,EQ_BATCH_201_ENG_MTTF,EQ_BATCH_201_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_202,,18/9/2020 23:39:14,13/11/2020 23:39:14,10061.4,786.6,EQ_BATCH_202_UD_MTTF,EQ_BATCH_202_UD_MTTR,0,0,0,UD,
EQ_BATCH_202,,18/9/2020 23:39:14,13/11/2020 23:39:14,29364,838.2,EQ_BATCH_202_ENG_MTTF,EQ_BATCH_202_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_203,,18/9/2020 23:39:14,13/11/2020 23:39:14,15810.6,1076.4,EQ_BATCH_203_UD_MTTF,EQ_BATCH_203_UD_MTTR,0,0,0,UD,
EQ_BATCH_203,,18/9/2020 23:39:14,13/11/2020 23:39:14,36618,896.4,EQ_BATCH_203_ENG_MTTF,EQ_BATCH_203_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_204,,18/9/2020 23:39:14,13/11/2020 23:39:14,14228.4,378.6,EQ_BATCH_204_UD_MTTF,EQ_BATCH_204_UD_MTTR,0,0,0,UD,
EQ_BATCH_204,,18/9/2020 23:39:14,13/11/2020 23:39:14,44862,1048.2,EQ_BATCH_204_ENG_MTTF,EQ_BATCH_204_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_205,,18/9/2020 23:39:14,13/11/2020 23:39:14,34032,1308,EQ_BATCH_205_UD_MTTF,EQ_BATCH_205_UD_MTTR,0,0,0,UD,
EQ_BATCH_206,,18/9/2020 23:39:14,13/11/2020 23:39:14,12370.2,591,EQ_BATCH_206_UD_MTTF,EQ_BATCH_206_UD_MTTR,0,0,0,UD,
EQ_BATCH_206,,18/9/2020 23:39:14,13/11/2020 23:39:14,38593.8,1119,EQ_BATCH_206_ENG_MTTF,EQ_BATCH_206_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_207,,18/9/2020 23:39:14,13/11/2020 23:39:14,6629.4,231.6,EQ_BATCH_207_UD_MTTF,EQ_BATCH_207_UD_MTTR,0,0,0,UD,
EQ_BATCH_207,,18/9/2020 23:39:14,13/11/2020 23:39:14,23199,1074.6,EQ_BATCH_207_ENG_MTTF,EQ_BATCH_207_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_208,,18/9/2020 23:39:14,13/11/2020 23:39:14,13268.4,1062,EQ_BATCH_208_UD_MTTF,EQ_BATCH_208_UD_MTTR,0,0,0,UD,
EQ_BATCH_209,,18/9/2020 23:39:14,13/11/2020 23:39:14,12234,115.2,EQ_BATCH_209_UD_MTTF,EQ_BATCH_209_UD_MTTR,0,0,0,UD,
EQ_BATCH_209,,18/9/2020 23:39:14,13/11/2020 23:39:14,18580.8,1023.6,EQ_BATCH_209_ENG_MTTF,EQ_BATCH_209_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_210,,18/9/2020 23:39:14,13/11/2020 23:39:14,13677.6,329.4,EQ_BATCH_210_UD_MTTF,EQ_BATCH_210_UD_MTTR,0,0,0,UD,
EQ_BATCH_210,,18/9/2020 23:39:14,13/11/2020 23:39:14,25700.4,561.6,EQ_BATCH_210_ENG_MTTF,EQ_BATCH_210_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_211,,18/9/2020 23:39:14,13/11/2020 23:39:14,42112.8,659.4,EQ_BATCH_211_UD_MTTF,EQ_BATCH_211_UD_MTTR,0,0,0,UD,
EQ_BATCH_212,,18/9/2020 23:39:14,13/11/2020 23:39:14,33098.4,1660.8,EQ_BATCH_212_UD_MTTF,EQ_BATCH_212_UD_MTTR,0,0,0,UD,
EQ_BATCH_212,,18/9/2020 23:39:14,13/11/2020 23:39:14,46577.4,1114.2,EQ_BATCH_212_ENG_MTTF,EQ_BATCH_212_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_213,,18/9/2020 23:39:14,13/11/2020 23:39:14,12053.4,307.2,EQ_BATCH_213_UD_MTTF,EQ_BATCH_213_UD_MTTR,0,0,0,UD,
EQ_BATCH_214,,18/9/2020 23:39:14,13/11/2020 23:39:14,15661.2,714,EQ_BATCH_214_UD_MTTF,EQ_BATCH_214_UD_MTTR,0,0,0,UD,
EQ_BATCH_215,,18/9/2020 23:39:14,13/11/2020 23:39:14,20454.6,498,EQ_BATCH_215_UD_MTTF,EQ_BATCH_215_UD_MTTR,0,0,0,UD,
EQ_BATCH_216,,18/9/2020 23:39:14,13/11/2020 23:39:14,28279.2,426,EQ_BATCH_216_UD_MTTF,EQ_BATCH_216_UD_MTTR,0,0,0,UD,
EQ_BATCH_217,,18/9/2020 23:39:14,13/11/2020 23:39:14,13657.8,636.6,EQ_BATCH_217_UD_MTTF,EQ_BATCH_217_UD_MTTR,0,0,0,UD,
EQ_BATCH_218,,18/9/2020 23:39:14,13/11/2020 23:39:14,11700.6,3121.8,EQ_BATCH_218_ENG_MTTF,EQ_BATCH_218_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_218,,18/9/2020 23:39:14,13/11/2020 23:39:14,29826.6,2533.2,EQ_BATCH_218_UD_MTTF,EQ_BATCH_218_UD_MTTR,0,0,0,UD,
EQ_BATCH_219,,18/9/2020 23:39:14,13/11/2020 23:39:14,19142.4,291,EQ_BATCH_219_UD_MTTF,EQ_BATCH_219_UD_MTTR,0,0,0,UD,
EQ_BATCH_220,,18/9/2020 23:39:14,13/11/2020 23:39:14,10941.6,702,EQ_BATCH_220_UD_MTTF,EQ_BATCH_220_UD_MTTR,0,0,0,UD,
EQ_BATCH_221,,18/9/2020 23:39:14,13/11/2020 23:39:14,14270.4,537,EQ_BATCH_221_UD_MTTF,EQ_BATCH_221_UD_MTTR,0,0,0,UD,
EQ_BATCH_221,,18/9/2020 23:39:14,13/11/2020 23:39:14,20685,654,EQ_BATCH_221_ENG_MTTF,EQ_BATCH_221_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_222,,18/9/2020 23:39:14,13/11/2020 23:39:14,41386.8,621.6,EQ_BATCH_222_UD_MTTF,EQ_BATCH_222_UD_MTTR,0,0,0,UD,
EQ_BATCH_223,,18/9/2020 23:39:14,13/11/2020 23:39:14,4320,60,EQ_BATCH_223_UD_MTTF,EQ_BATCH_223_UD_MTTR,0,0,0,UD,
EQ_BATCH_224,,18/9/2020 23:39:14,13/11/2020 23:39:14,16939.8,642.6,EQ_BATCH_224_UD_MTTF,EQ_BATCH_224_UD_MTTR,0,0,0,UD,
EQ_BATCH_224,,18/9/2020 23:39:14,13/11/2020 23:39:14,23618.4,1127.4,EQ_BATCH_224_ENG_MTTF,EQ_BATCH_224_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_225,,18/9/2020 23:39:14,13/11/2020 23:39:14,24858.6,1431.6,EQ_BATCH_225_ENG_MTTF,EQ_BATCH_225_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_225,,18/9/2020 23:39:14,13/11/2020 23:39:14,45691.8,2980.8,EQ_BATCH_225_UD_MTTF,EQ_BATCH_225_UD_MTTR,0,0,0,UD,
EQ_BATCH_226,,18/9/2020 23:39:14,13/11/2020 23:39:14,19282.2,531,EQ_BATCH_226_UD_MTTF,EQ_BATCH_226_UD_MTTR,0,0,0,UD,
EQ_BATCH_226,,18/9/2020 23:39:14,13/11/2020 23:39:14,42006,771.6,EQ_BATCH_226_ENG_MTTF,EQ_BATCH_226_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_227,,18/9/2020 23:39:14,13/11/2020 23:39:14,4320,60,EQ_BATCH_227_UD_MTTF,EQ_BATCH_227_UD_MTTR,0,0,0,UD,
EQ_BATCH_227,,18/9/2020 23:39:14,13/11/2020 23:39:14,7018.8,3091.2,EQ_BATCH_227_ENG_MTTF,EQ_BATCH_227_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_228,,18/9/2020 23:39:14,13/11/2020 23:39:14,19195.2,1375.2,EQ_BATCH_228_UD_MTTF,EQ_BATCH_228_UD_MTTR,0,0,0,UD,
EQ_BATCH_228,,18/9/2020 23:39:14,13/11/2020 23:39:14,31719.6,720,EQ_BATCH_228_ENG_MTTF,EQ_BATCH_228_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_229,,18/9/2020 23:39:14,13/11/2020 23:39:14,6766.2,1688.4,EQ_BATCH_229_ENG_MTTF,EQ_BATCH_229_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_229,,18/9/2020 23:39:14,13/11/2020 23:39:14,25859.4,1321.2,EQ_BATCH_229_UD_MTTF,EQ_BATCH_229_UD_MTTR,0,0,0,UD,
EQ_BATCH_230,,18/9/2020 23:39:14,13/11/2020 23:39:14,25130.4,755.4,EQ_BATCH_230_ENG_MTTF,EQ_BATCH_230_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_230,,18/9/2020 23:39:14,13/11/2020 23:39:14,34708.2,1206,EQ_BATCH_230_UD_MTTF,EQ_BATCH_230_UD_MTTR,0,0,0,UD,
EQ_BATCH_231,,18/9/2020 23:39:14,13/11/2020 23:39:14,11421.6,325.2,EQ_BATCH_231_UD_MTTF,EQ_BATCH_231_UD_MTTR,0,0,0,UD,
EQ_BATCH_232,,18/9/2020 23:39:14,13/11/2020 23:39:14,10125.6,1522.2,EQ_BATCH_232_UD_MTTF,EQ_BATCH_232_UD_MTTR,0,0,0,UD,
EQ_BATCH_233,,18/9/2020 23:39:14,13/11/2020 23:39:14,9002.4,107.4,EQ_BATCH_233_UD_MTTF,EQ_BATCH_233_UD_MTTR,0,0,0,UD,
EQ_BATCH_233,,18/9/2020 23:39:14,13/11/2020 23:39:14,29876.4,936,EQ_BATCH_233_ENG_MTTF,EQ_BATCH_233_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_234,,18/9/2020 23:39:14,13/11/2020 23:39:14,13126.2,166.2,EQ_BATCH_234_UD_MTTF,EQ_BATCH_234_UD_MTTR,0,0,0,UD,
EQ_BATCH_234,,18/9/2020 23:39:14,13/11/2020 23:39:14,23302.8,800.4,EQ_BATCH_234_ENG_MTTF,EQ_BATCH_234_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_235,,18/9/2020 23:39:14,13/11/2020 23:39:14,24772.8,612,EQ_BATCH_235_ENG_MTTF,EQ_BATCH_235_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_235,,18/9/2020 23:39:14,13/11/2020 23:39:14,31650,259.2,EQ_BATCH_235_UD_MTTF,EQ_BATCH_235_UD_MTTR,0,0,0,UD,
EQ_BATCH_236,,18/9/2020 23:39:14,13/11/2020 23:39:14,11673.6,549,EQ_BATCH_236_UD_MTTF,EQ_BATCH_236_UD_MTTR,0,0,0,UD,
EQ_BATCH_237,,18/9/2020 23:39:14,13/11/2020 23:39:14,14071.8,744.6,EQ_BATCH_237_UD_MTTF,EQ_BATCH_237_UD_MTTR,0,0,0,UD,
EQ_BATCH_238,,18/9/2020 23:39:14,13/11/2020 23:39:14,12091.8,1097.4,EQ_BATCH_238_UD_MTTF,EQ_BATCH_238_UD_MTTR,0,0,0,UD,
EQ_BATCH_239,,18/9/2020 23:39:14,13/11/2020 23:39:14,35367,947.4,EQ_BATCH_239_UD_MTTF,EQ_BATCH_239_UD_MTTR,0,0,0,UD,
EQ_BATCH_240,,18/9/2020 23:39:14,13/11/2020 23:39:14,23442,1611,EQ_BATCH_240_UD_MTTF,EQ_BATCH_240_UD_MTTR,0,0,0,UD,
EQ_BATCH_241,,18/9/2020 23:39:14,13/11/2020 23:39:14,42597.6,579.6,EQ_BATCH_241_UD_MTTF,EQ_BATCH_241_UD_MTTR,0,0,0,UD,
EQ_BATCH_241,,18/9/2020 23:39:14,13/11/2020 23:39:14,43569,1634.4,EQ_BATCH_241_ENG_MTTF,EQ_BATCH_241_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_242,,18/9/2020 23:39:14,13/11/2020 23:39:14,25542,328.8,EQ_BATCH_242_UD_MTTF,EQ_BATCH_242_UD_MTTR,0,0,0,UD,
EQ_BATCH_243,,18/9/2020 23:39:14,13/11/2020 23:39:14,36394.2,693.6,EQ_BATCH_243_UD_MTTF,EQ_BATCH_243_UD_MTTR,0,0,0,UD,
EQ_BATCH_244,,18/9/2020 23:39:14,13/11/2020 23:39:14,35508,536.4,EQ_BATCH_244_UD_MTTF,EQ_BATCH_244_UD_MTTR,0,0,0,UD,
EQ_BATCH_244,,18/9/2020 23:39:14,13/11/2020 23:39:14,37079.4,1602,EQ_BATCH_244_ENG_MTTF,EQ_BATCH_244_ENG_MTTR,0,0,0,ENG,
EQ_BATCH_245,,18/9/2020 23:39:14,13/11/2020 23:39:14,15694.2,1312.2,EQ_BATCH_245_UD_MTTF,EQ_BATCH_245_UD_MTTR,0,0,0,UD,
EQ_BATCH_246,,18/9/2020 23:39:14,13/11/2020 23:39:14,12415.2,864.6,EQ_BATCH_246_UD_MTTF,EQ_BATCH_246_UD_MTTR,0,0,0,UD,
